SN,Category,Group,Code,Activity Name ,Third Party,When,Risk Rating,Industry Risk,DNFBP,Notes,Description,Related Business Activities,Generated Keywords,,,,,
2207,Services,,9529.99,Bags Tailoring,,N/A,Low,,,,"Includes making school and hand bags made out of leather, fiber, textile or plastic by sewing different parts together.
",-,"bags tailoring, custom bag making, bag sewing services, handmade bags, leather bag crafting, school bag design, textile bag production, personalized bags",,,,,
2208,Services,960,9600,Other Personal Service Activities,,N/A,Low,,,,"It includes all service activities not mentioned elsewhere in the classification. 
Notably it includes types of services such as washing and (dry-)cleaning of textiles and fur 
products, hairdressing and other beauty treatment, funeral and related activities.",-,"personal services, beauty services, hairdressing, dry cleaning, textile cleaning, laundry services, funeral services, grooming services",,,,,
2209,Services,,9601,Washing And (Dry-) Cleaning Of Textile And Fur Products,,N/A,Low,,,,,-,"textile cleaning, fur cleaning, dry cleaning services, laundry service, fabric care, garment cleaning, upholstery cleaning, professional cleaning",,,,,
2210,Services,,9601.01,"Laundering And Dry-Cleaning, Pressing Etc., Of All Kinds Of Clothing (Including Fur) And Textiles, Provided By Mechanical Equipment, By Hand Or By Self-Service Coin-Operated Machines, Whether For The General Public Or For Industrial Or Commercial Clients",Dubai Municipality (DM),POST,Low,,,,,-,"laundry service, dry cleaning, clothing cleaning, textile cleaning, self-service laundry, coin-operated laundry, garment pressing, commercial laundry",,,,,
2211,Services,,9601.02,Laundry Collection And Delivery,Dubai Municipality (DM),POST,Low,,,,,-,"laundry delivery, laundry pick up, laundry services, clothes collection, wash and fold service, laundry pickup service, laundry courier, garment delivery",,,,,
2212,Services,,9601.03,"Carpet And Rug Shampooing And Drapery And Curtain Cleaning, Whether On Clients Premises Or Not",,N/A,Low,,,,,-,"carpet cleaning, rug shampooing, curtain cleaning, drapery cleaning, upholstery cleaning, on-site cleaning services, home cleaning, textile cleaning",,,,,
2213,Services,,9601.04,"Provision Of Linens, Work Uniforms And Related Items By Laundries",,N/A,Low,,,,,-,"laundry services, uniform cleaning, linen rental, workwear laundry, commercial laundry, linen cleaning service, work uniform supply, textile cleaning",,,,,
2214,Services,,9601.05,Diaper Supply Services,,N/A,Low,,,,,-,"diaper delivery, diaper supply, diaper service, baby diaper delivery, disposable diaper supply, infant diaper services, diaper subscription, diaper rental",,,,,
2215,Services,,9601.06,Repair And Minor Alteration Of Garments Or Other Textile Articles When Done In Connection With Cleaning,,N/A,Low,,,,,-,"garment repair, clothing alteration, textile repair service, fabric mending, sewing services, clothing fixing, minor alterations, garment cleaning and repair",,,,,
2216,Services,,9601.94,Cloth Pressing Services,,N/A,Low,,,,"Includes providing pressing all kinds of clothing and  textiles, provided by hand, by mechanical equipment, or by self-service coin-operated machines, whether for the general public or for industrial or commercial clients.       ",-,"clothing pressing, garment pressing, fabric pressing service, steam pressing, laundry pressing, professional ironing, textile pressing, clothes iron service",,,,,
2217,Services,,9601.95,Laundry Services,,N/A,Low,,,,"Includes automatic and manual laundries which undertake washing clothes, curtains, bedsheets, small carpets, mattresses,  leather clothes and products.",-,"laundry services, wash and fold, dry cleaning, clothes cleaning, garment cleaning, laundry pickup and delivery, fabric care, linen cleaning",,,,,
2218,Services,,9601.97,Dry Cleaning Services,Dubai Municipality (DM),POST,Low,,,,"Includes shops which offer clothes washing, cleaning and ironing services by using steam powered machines. Included also are dry-cleaning services. These laundries also undertake washing and cleaning bedsheets, curtains, blankets, carpets etc.",-,"dry cleaning, laundry services, clothes cleaning, fabric care, garment cleaning, ironing service, steam cleaning, shirt laundry",,,,,
2219,Services,,9601.98,Carpets & Textiles Mending,,N/A,Low,,,,"Includes shops which undertake repairing clothes, carpets, garments, curtains etc.",-,"carpet repair, textile mending, fabric restoration, rug fixing, curtain alterations, garment repair, upholstery services, clothing mending",,,,,
2220,Services,,9601.99,Auto Seats Cleaning,,N/A,Low,,,,"Includes the manual and machine deep cleaning for car seats, other than the cleaning carried when the whole car is washed. ",-,"auto seats cleaning, car upholstery cleaning, vehicle seat detailing, fabric seat cleaning, leather seat cleaning, car interior cleaning, deep cleaning car seats, seat shampooing",,,,,
2221,Services,,9602,Hairdressing And Other Beauty Treatment,,N/A,Low,,,,,-,"hairdressing, beauty treatments, salon services, hairstyling, hair coloring, beauty salon, makeup services, hair care",,,,,
2222,Services,,9602.01,"Hair Washing, Trimming And Cutting, Setting, Dyeing, Tinting, Waving, Straightening And Similar Activities For Men And Women",,N/A,Low,,,,,-,"Spa, Sauna, Mens saloon, Gents saloon, grooming centre, ladies saloon, Ladies Spa, Gents Spa, Beauty centre",,,,,
2223,Services,,9602.02,Shaving And Beard Trimming,,N/A,Low,,,,,-,"Saloon, Mens saloon, Gents saloon, grooming centre,",,,,,
2224,Services,,9602.03,"Facial Massage, Manicure And Pedicure, Make-Up Etc.",,N/A,Low,,,DM approval required for physical location.,,-,"Spa, Beauty saloon, Parlour, Beauty parlour, Ladies Saloon, Make-up, Beauty Centre",,,,,
2225,Services,,9602.88,Gents Haircutting & Hairdressing Salon,,N/A,Low,,,DM approval required for physical location.,"Includes firms engaged in hairdressing and other beauty treatment, involving, trimming and cutting, dyeing, waving, straightening, hair fixing, as well as cosmetic treatments, including skin cleansing, skin hair removal, facial aesthetic, foot care, supporting hair strength, such firms are allowed to sell the activity-related materials in non-commercial quantities  ",-,"Saloon, Mens saloon, Gents saloon, grooming centre,",,,,,
2226,Services,,9602.89,Ladies Haircutting & Hair Dressing,,N/A,Low,,,DM approval required for physical location.,,-,"ladies haircut, women's hair styling, hairdressers for women, women's hair salon, female haircut, hair cutting services, women's hairstyling, ladies hair care",,,,,
2227,Services,,9602.9,Henna Salon,,N/A,Low,,,DM approval required for physical location.,,-,"henna salon, henna design, mehndi services, body art, temporary tattoos, bridal henna, henna application, henna artists",,,,,
2228,Services,,9602.91,"Makeup, Hairdressing & Henna Services",,N/A,Low,,,DM approval required for physical location.,"Includes persons engaged in enhancing appearance by  applying  makeup, hairdressing,  dyeing women hands and feet with henna, no haircutting is involved.",-,"Spa, Beauty saloon, Parlour, Beauty parlour, Ladies Saloon, Make-up, Beauty Centre",,,,,
2229,Services,,9602.92,Nails Manicure & Pedicure,,N/A,Low,,,DM approval required for physical location.,"Includes firms engaged in the cosmetic beauty treatment for the fingernails and toenails, including using  tools to peel and moisturizing the skin and smoothing nails before  painting with the required color.",-,"Spa, Beauty saloon, Parlour, Beauty parlour, Ladies Saloon, Make-up, Beauty Centre",,,,,
2230,Services,,9602.93,Children Hairdressing,,N/A,Low,,,DM approval required for physical location.,"Includes firms involved in children hair dressing, as well as other cosmetic treatments which involve children's face painting for different entertainment occasions, such firms are allowed to sell the activity-related materials in non-commercial quantities ",-,"children's haircuts, kids hairdressing, children's hairstyling, kids salon, children's hair salon, face painting for kids, children's beauty services, kids grooming",,,,,
2231,Services,,9602.94,Children Mobile Hairdresser,,N/A,Low,,,,"Includes fitting buses with hairdressing tools to make a mobile salon for children , to also equipped with air conditions and TV and video systems , such mobile salons can reach the children at home at request or can station near children  entertainment centers.",-,"children's mobile hairdresser, kids hair salon on wheels, mobile kids haircut, children's hairdressing services, mobile haircuts for children, kids hair styling bus, home haircuts for kids, mobile salon for children",,,,,
2232,Services,,9602.95,Hair Fixing Center,Dubai Municipality (DM),POST,Low,,,,"Includes firms involved in fixing human hair for ladies to avoid damaging their natural hair due to continuous hair styling process, as for men hair is replaced in the balding or thinning areas of the head.",-,"hair fixing, hair restoration, hair replacement, hair extensions, wig installation, hair enhancement, scalp treatment, hair loss solutions",,,,,
2233,Services,,9602.96,Domestic Pets Grooming,,N/A,Low,,,,"Includes providing pets grooming services such as bathing, hair removal, hand stripping, nail clipping, for enhancing the pets’ physical appearance, as well as their well-being and healthiness.",-,"pet grooming, dog grooming services, cat grooming, pet bath, nail clipping for pets, pet beautification, animal grooming, pet care services",,,,,
2234,Services,,9602.97,Hair Removal Center,,N/A,Low,,,,"Includes centers specialized in the removal of the entire hair, including the part below the skin using the epilation methods, and which  lasts several days to several weeks and may be achieved by waxing, sugaring, epilation devices or threading…etc. ",-,"hair removal, waxing services, laser hair removal, sugaring, threading, epilation center, body hair removal, smooth skin treatment",,,,,
2235,Services,,9602.98,Gents Hair Fixing Center,Dubai Municipality (DM),POST,Low,,,,Includes salons involved in fixing human hair for men in the balding or thinning areas of the head.,-,"Beauty treatments, Grooming centre, Hair fixing, Wig",,,,,
